env_name,library_type,optimizer_type,optimizer_name,threshold,alpha,mse,mse_qat
Pendulum-v1,hw,regular,STLSQ,0.46415888336127725,0.2782559402207126,0.20991644011030555,21.092404943334365
Pendulum-v1,hw,regular,STLSQ,0.46415888336127725,3.593813663804626,0.33299801973379006,0.3366822258609292
Pendulum-v1,hw,regular,STLSQ,0.46415888336127725,46.41588833612782,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,0.46415888336127725,599.4842503189421,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,0.46415888336127725,7742.636826811277,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,0.46415888336127725,100000.0,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,2.154434690031882,1e-05,0.4090541718063721,0.40907929087396966
Pendulum-v1,hw,regular,STLSQ,2.154434690031882,0.0001291549665014884,0.3828982176931902,0.3828884169757558
Pendulum-v1,hw,regular,STLSQ,2.154434690031882,0.0016681005372000592,0.3828982176931902,0.3828884169757558
Pendulum-v1,hw,regular,STLSQ,2.154434690031882,0.021544346900318846,0.41600568681548916,0.4160056027647655
Pendulum-v1,hw,regular,STLSQ,2.154434690031882,0.2782559402207126,0.41600568681548916,0.4160056027647655
Pendulum-v1,hw,regular,STLSQ,2.154434690031882,3.593813663804626,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,2.154434690031882,46.41588833612782,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,2.154434690031882,599.4842503189421,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,2.154434690031882,7742.636826811277,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,2.154434690031882,100000.0,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,10.0,1e-05,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,10.0,0.0001291549665014884,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,10.0,0.0016681005372000592,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,10.0,0.021544346900318846,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,10.0,0.2782559402207126,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,10.0,3.593813663804626,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,10.0,46.41588833612782,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,10.0,599.4842503189421,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,10.0,7742.636826811277,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,10.0,100000.0,0.4390351725377852,0.4390351725377852
